"","year","iso3c","sector","co2e_emissions"
"67",2003,"AFG","Agriculture",11.89
"68",2003,"AFG","Waste",2.24
"69",2003,"AFG","Industrial Processes",0.14
"70",2003,"AFG","Land-Use Change and Forestry",0.12
"71",2004,"AFG","Energy",2.27
"72",2004,"AFG","Agriculture",11.77
"73",2004,"AFG","Waste",2.33
"74",2004,"AFG","Industrial Processes",0.14
"75",2004,"AFG","Land-Use Change and Forestry",0.12
"76",2005,"AFG","Energy",2.76
"77",2005,"AFG","Agriculture",12.07
"78",2005,"AFG","Waste",2.42
"79",2005,"AFG","Industrial Processes",0.14
"80",2005,"AFG","Land-Use Change and Forestry",0.12
"81",2006,"AFG","Energy",6.32
"82",2006,"AFG","Agriculture",12.05
"83",2006,"AFG","Waste",2.5
"84",2006,"AFG","Industrial Processes",0.16
"85",2006,"AFG","Land-Use Change and Forestry",0.12
"86",2007,"AFG","Energy",10
"87",2007,"AFG","Agriculture",12.12
"88",2007,"AFG","Waste",2.58
"89",2007,"AFG","Industrial Processes",0.18
"90",2007,"AFG","Land-Use Change and Forestry",0.12
"91",2008,"AFG","Energy",15.28
"92",2008,"AFG","Agriculture",13.4
"93",2008,"AFG","Waste",2.66
"94",2008,"AFG","Industrial Processes",0.2
"95",2008,"AFG","Land-Use Change and Forestry",0.12
"96",2009,"AFG","Energy",20.14
"97",2009,"AFG","Agriculture",13.86
"98",2009,"AFG","Waste",2.73
"99",2009,"AFG","Industrial Processes",0.22
"100",2009,"AFG","Land-Use Change and Forestry",0.12
"101",2010,"AFG","Energy",26.06
"102",2010,"AFG","Agriculture",15.79
"103",2010,"AFG","Waste",2.81
"104",2010,"AFG","Industrial Processes",0.25
"105",2010,"AFG","Land-Use Change and Forestry",0.12
"106",2011,"AFG","Energy",39.53
"107",2011,"AFG","Agriculture",15.9
"108",2011,"AFG","Waste",2.91
"109",2011,"AFG","Industrial Processes",0.31
"110",2011,"AFG","Land-Use Change and Forestry",-0.25
"111",2012,"AFG","Energy",47.59
"112",2012,"AFG","Agriculture",15.78
"113",2012,"AFG","Waste",3
"114",2012,"AFG","Industrial Processes",0.38
"115",2012,"AFG","Land-Use Change and Forestry",-0.25
"116",2013,"AFG","Energy",55.53
"117",2013,"AFG","Agriculture",15.72
"118",2013,"AFG","Waste",3.09
"119",2013,"AFG","Industrial Processes",0.45
"120",2013,"AFG","Land-Use Change and Forestry",-0.25
"121",2014,"AFG","Energy",64.68
"122",2014,"AFG","Agriculture",16.22
"123",2014,"AFG","Waste",3.19
"124",2014,"AFG","Industrial Processes",0.53
"125",2014,"AFG","Land-Use Change and Forestry",-0.25
"126",2015,"AFG","Energy",74.74
"127",2015,"AFG","Agriculture",15.11
"128",2015,"AFG","Waste",3.28
"129",2015,"AFG","Industrial Processes",0.59
"130",2015,"AFG","Land-Use Change and Forestry",-0.25
"131",2016,"AFG","Energy",75.93
"132",2016,"AFG","Agriculture",15.32
"133",2016,"AFG","Waste",3.37
"134",2016,"AFG","Industrial Processes",0.76
"135",2016,"AFG","Land-Use Change and Forestry",0.15
"136",2017,"AFG","Energy",77.72
"137",2017,"AFG","Agriculture",15.22
"138",2017,"AFG","Waste",3.45
"139",2017,"AFG","Industrial Processes",0.91
"140",2017,"AFG","Land-Use Change and Forestry",0.15
"141",2018,"AFG","Energy",79.58
"142",2018,"AFG","Agriculture",14.74
"143",2018,"AFG","Waste",3.53
"144",2018,"AFG","Industrial Processes",1.06
"145",2018,"AFG","Land-Use Change and Forestry",0.15
"146",1990,"AGO","Land-Use Change and Forestry",23
"147",1990,"AGO","Energy",11.4
"148",1990,"AGO","Agriculture",30.14
"149",1990,"AGO","Waste",0.53
"150",1990,"AGO","Industrial Processes",0.11
"151",1991,"AGO","Land-Use Change and Forestry",23
"152",1991,"AGO","Energy",11.96
"153",1991,"AGO","Agriculture",30.22
"154",1991,"AGO","Waste",0.54
"155",1991,"AGO","Industrial Processes",0.11
"156",1992,"AGO","Land-Use Change and Forestry",23
"157",1992,"AGO","Energy",12.15
"158",1992,"AGO","Agriculture",30.32
"159",1992,"AGO","Waste",0.56
"160",1992,"AGO","Industrial Processes",0.13
"161",1993,"AGO","Land-Use Change and Forestry",23
"162",1993,"AGO","Energy",13.07
"163",1993,"AGO","Agriculture",30.19
"164",1993,"AGO","Waste",0.58
"165",1993,"AGO","Industrial Processes",0.11
"166",1994,"AGO","Land-Use Change and Forestry",23
"167",1994,"AGO","Energy",13.22
"168",1994,"AGO","Agriculture",30.17
"169",1994,"AGO","Waste",0.6
"170",1994,"AGO","Industrial Processes",0.11
"171",1995,"AGO","Land-Use Change and Forestry",23
"172",1995,"AGO","Energy",17.69
"173",1995,"AGO","Agriculture",30.06
"174",1995,"AGO","Waste",0.62
"175",1995,"AGO","Industrial Processes",0.1
"176",1996,"AGO","Land-Use Change and Forestry",26.85
"177",1996,"AGO","Energy",18.51
"178",1996,"AGO","Agriculture",27.19
"179",1996,"AGO","Waste",0.64
"180",1996,"AGO","Industrial Processes",0.14
"181",1997,"AGO","Land-Use Change and Forestry",25.06
"182",1997,"AGO","Energy",19.04
"183",1997,"AGO","Agriculture",26.82
"184",1997,"AGO","Waste",0.66
"185",1997,"AGO","Industrial Processes",0.16
"186",1998,"AGO","Land-Use Change and Forestry",30.22
"187",1998,"AGO","Energy",18.87
"188",1998,"AGO","Agriculture",29.66
"189",1998,"AGO","Waste",0.69
"190",1998,"AGO","Industrial Processes",0.19
"191",1999,"AGO","Land-Use Change and Forestry",28.87
"192",1999,"AGO","Energy",20.42
"193",1999,"AGO","Agriculture",27.5
"194",1999,"AGO","Waste",0.71
"195",1999,"AGO","Industrial Processes",0.14
"196",2000,"AGO","Land-Use Change and Forestry",23.69
"197",2000,"AGO","Energy",20.37
"198",2000,"AGO","Agriculture",28.35
"199",2000,"AGO","Waste",0.73
"200",2000,"AGO","Industrial Processes",0.14
"201",2001,"AGO","Land-Use Change and Forestry",43.76
"202",2001,"AGO","Energy",21.66
"203",2001,"AGO","Agriculture",28.97
"204",2001,"AGO","Waste",0.8
"205",2001,"AGO","Industrial Processes",0.29
"206",2002,"AGO","Land-Use Change and Forestry",44.96
"207",2002,"AGO","Energy",23.25
"208",2002,"AGO","Agriculture",31.18
"209",2002,"AGO","Waste",0.87
"210",2002,"AGO","Industrial Processes",0.31
"211",2003,"AGO","Land-Use Change and Forestry",45.86
"212",2003,"AGO","Energy",28.5
"213",2003,"AGO","Agriculture",35.57
"214",2003,"AGO","Waste",0.95
"215",2003,"AGO","Industrial Processes",0.36
"216",2004,"AGO","Land-Use Change and Forestry",47.18
"217",2004,"AGO","Energy",30.65
"218",2004,"AGO","Agriculture",35.69
"219",2004,"AGO","Waste",1.02
"220",2004,"AGO","Industrial Processes",0.39
"221",2005,"AGO","Land-Use Change and Forestry",47.91
"222",2005,"AGO","Energy",30.25
"223",2005,"AGO","Agriculture",35.28
"224",2005,"AGO","Waste",1.09
"225",2005,"AGO","Industrial Processes",0.61
"226",2006,"AGO","Land-Use Change and Forestry",46.91
"227",2006,"AGO","Energy",33.7
"228",2006,"AGO","Agriculture",32.6
"229",2006,"AGO","Waste",1.14
"230",2006,"AGO","Industrial Processes",0.65
"231",2007,"AGO","Land-Use Change and Forestry",47.01
"232",2007,"AGO","Energy",38.2
"233",2007,"AGO","Agriculture",34.8
"234",2007,"AGO","Waste",1.18
"235",2007,"AGO","Industrial Processes",0.67
"236",2008,"AGO","Land-Use Change and Forestry",47.3
"237",2008,"AGO","Energy",41
"238",2008,"AGO","Agriculture",33.02
"239",2008,"AGO","Waste",1.23
"240",2008,"AGO","Industrial Processes",0.83
"241",2009,"AGO","Land-Use Change and Forestry",48.66
"242",2009,"AGO","Energy",44.4
"243",2009,"AGO","Agriculture",33.15
"244",2009,"AGO","Waste",1.28
"245",2009,"AGO","Industrial Processes",0.86
"246",2010,"AGO","Land-Use Change and Forestry",49.23
"247",2010,"AGO","Energy",47.25
"248",2010,"AGO","Agriculture",34.79
"249",2010,"AGO","Waste",1.33
"250",2010,"AGO","Industrial Processes",0.76
"251",2011,"AGO","Land-Use Change and Forestry",47.5
"252",2011,"AGO","Energy",48.01
"253",2011,"AGO","Agriculture",35.87
"254",2011,"AGO","Waste",1.38
"255",2011,"AGO","Industrial Processes",0.78
"256",2012,"AGO","Land-Use Change and Forestry",48.28
"257",2012,"AGO","Energy",48.57
"258",2012,"AGO","Agriculture",34.07
"259",2012,"AGO","Waste",1.43
"260",2012,"AGO","Industrial Processes",0.85
"261",2013,"AGO","Land-Use Change and Forestry",47
"262",2013,"AGO","Energy",50.79
"263",2013,"AGO","Agriculture",35.08
"264",2013,"AGO","Waste",1.48
"265",2013,"AGO","Industrial Processes",1.05
"266",2014,"AGO","Land-Use Change and Forestry",47.52
"267",2014,"AGO","Energy",52.24
"268",2014,"AGO","Agriculture",33.94
"269",2014,"AGO","Waste",1.53
"270",2014,"AGO","Industrial Processes",1.27
"271",2015,"AGO","Land-Use Change and Forestry",48.47
"272",2015,"AGO","Energy",52.57
"273",2015,"AGO","Agriculture",35.14
"274",2015,"AGO","Waste",1.58
"275",2015,"AGO","Industrial Processes",1.32
"276",2016,"AGO","Land-Use Change and Forestry",47.61
"277",2016,"AGO","Energy",52.61
"278",2016,"AGO","Agriculture",35.68
"279",2016,"AGO","Waste",1.64
"280",2016,"AGO","Industrial Processes",1.31
"281",2017,"AGO","Land-Use Change and Forestry",50.13
"282",2017,"AGO","Energy",47.78
"283",2017,"AGO","Agriculture",36.35
"284",2017,"AGO","Waste",1.7
"285",2017,"AGO","Industrial Processes",1.35
"286",2018,"AGO","Land-Use Change and Forestry",44.86
"287",2018,"AGO","Energy",44.02
"288",2018,"AGO","Agriculture",32.57
"289",2018,"AGO","Waste",1.75
"290",2018,"AGO","Industrial Processes",1.39
"291",1990,"ALB","Energy",6.35
"292",1990,"ALB","Agriculture",3.55
"293",1990,"ALB","Industrial Processes",0.51
"294",1990,"ALB","Waste",0.9
"295",1990,"ALB","Land-Use Change and Forestry",0.2
"296",1991,"ALB","Energy",4.39
"297",1991,"ALB","Agriculture",3.24
"298",1991,"ALB","Industrial Processes",0.41
"299",1991,"ALB","Waste",0.91
"300",1991,"ALB","Land-Use Change and Forestry",0.2
"301",1992,"ALB","Energy",2.61
"302",1992,"ALB","Agriculture",3.17
"303",1992,"ALB","Industrial Processes",0.19
"304",1992,"ALB","Waste",0.91
"305",1992,"ALB","Land-Use Change and Forestry",0.2
"306",1993,"ALB","Energy",2.36
"307",1993,"ALB","Agriculture",3.39
"308",1993,"ALB","Industrial Processes",0.17
"309",1993,"ALB","Waste",0.91
"310",1993,"ALB","Land-Use Change and Forestry",0.2
"311",1994,"ALB","Energy",2.37
"312",1994,"ALB","Agriculture",4.28
"313",1994,"ALB","Industrial Processes",0.1
"314",1994,"ALB","Waste",0.92
"315",1994,"ALB","Land-Use Change and Forestry",0.2
"316",1995,"ALB","Energy",2.03
"317",1995,"ALB","Agriculture",4.35
"318",1995,"ALB","Industrial Processes",0.13
"319",1995,"ALB","Waste",0.92
"320",1995,"ALB","Land-Use Change and Forestry",0.2
"321",1996,"ALB","Energy",2.05
"322",1996,"ALB","Agriculture",4.02
"323",1996,"ALB","Industrial Processes",0.15
"324",1996,"ALB","Waste",0.93
"325",1996,"ALB","Land-Use Change and Forestry",0.2
"326",1997,"ALB","Energy",1.62
"327",1997,"ALB","Agriculture",3.75
"328",1997,"ALB","Industrial Processes",0.12
"329",1997,"ALB","Waste",0.93
"330",1997,"ALB","Land-Use Change and Forestry",0.22
"331",1998,"ALB","Energy",1.96
"332",1998,"ALB","Agriculture",3.65
"333",1998,"ALB","Industrial Processes",0.13
"334",1998,"ALB","Waste",0.94
"335",1998,"ALB","Land-Use Change and Forestry",0.21
"336",1999,"ALB","Energy",3.12
"337",1999,"ALB","Agriculture",3.66
"338",1999,"ALB","Industrial Processes",0.16
"339",1999,"ALB","Waste",0.95
"340",1999,"ALB","Land-Use Change and Forestry",0.2
"341",2000,"ALB","Energy",3.29
"342",2000,"ALB","Agriculture",3.77
"343",2000,"ALB","Industrial Processes",0.21
"344",2000,"ALB","Waste",0.96
"345",2000,"ALB","Land-Use Change and Forestry",0.26
"346",2001,"ALB","Energy",3.44
"347",2001,"ALB","Agriculture",3.66
"348",2001,"ALB","Industrial Processes",0.13
"349",2001,"ALB","Waste",0.96
"350",2001,"ALB","Land-Use Change and Forestry",-1.12
"351",2002,"ALB","Energy",3.98
"352",2002,"ALB","Agriculture",3.74
"353",2002,"ALB","Industrial Processes",0.14
"354",2002,"ALB","Waste",0.96
"355",2002,"ALB","Land-Use Change and Forestry",-1.12
"356",2003,"ALB","Energy",4.06
"357",2003,"ALB","Agriculture",3.79
"358",2003,"ALB","Industrial Processes",0.43
"359",2003,"ALB","Waste",0.97
"360",2003,"ALB","Land-Use Change and Forestry",-1.12
"361",2004,"ALB","Energy",4.26
"362",2004,"ALB","Agriculture",3.64
"363",2004,"ALB","Industrial Processes",0.44
"364",2004,"ALB","Waste",0.97
"365",2004,"ALB","Land-Use Change and Forestry",-1.12
"366",2005,"ALB","Energy",4.09
"367",2005,"ALB","Agriculture",3.63
"368",2005,"ALB","Industrial Processes",0.4
"369",2005,"ALB","Waste",0.98
"370",2005,"ALB","Land-Use Change and Forestry",-1.12
"371",2006,"ALB","Energy",4.05
"372",2006,"ALB","Agriculture",3.53
"373",2006,"ALB","Industrial Processes",0.45
"374",2006,"ALB","Waste",0.97
"375",2006,"ALB","Land-Use Change and Forestry",-1.12
"376",2007,"ALB","Energy",4.02
"377",2007,"ALB","Agriculture",3.4
"378",2007,"ALB","Industrial Processes",0.66
"379",2007,"ALB","Waste",0.97
"380",2007,"ALB","Land-Use Change and Forestry",-1.11
"381",2008,"ALB","Energy",3.95
"382",2008,"ALB","Agriculture",3.16
"383",2008,"ALB","Industrial Processes",0.7
"384",2008,"ALB","Waste",0.97
"385",2008,"ALB","Land-Use Change and Forestry",-1.12
"386",2009,"ALB","Energy",4
"387",2009,"ALB","Agriculture",3.06
"388",2009,"ALB","Industrial Processes",0.83
"389",2009,"ALB","Waste",0.96
"390",2009,"ALB","Land-Use Change and Forestry",-1.11
"391",2010,"ALB","Energy",4.16
"392",2010,"ALB","Agriculture",3.06
"393",2010,"ALB","Industrial Processes",0.95
"394",2010,"ALB","Waste",0.96
"395",2010,"ALB","Land-Use Change and Forestry",-1.12
"396",2011,"ALB","Energy",4.39
"397",2011,"ALB","Agriculture",3.08
"398",2011,"ALB","Industrial Processes",1.2
"399",2011,"ALB","Waste",0.96
"400",2011,"ALB","Land-Use Change and Forestry",-0.84
"401",2012,"ALB","Energy",3.75
"402",2012,"ALB","Agriculture",3.13
"403",2012,"ALB","Industrial Processes",1.4
"404",2012,"ALB","Waste",0.96
"405",2012,"ALB","Land-Use Change and Forestry",-0.84
"406",2013,"ALB","Energy",3.92
"407",2013,"ALB","Agriculture",3.09
"408",2013,"ALB","Industrial Processes",1.46
"409",2013,"ALB","Waste",0.97
"410",2013,"ALB","Land-Use Change and Forestry",-0.84
"411",2014,"ALB","Energy",4.42
"412",2014,"ALB","Agriculture",3.13
"413",2014,"ALB","Industrial Processes",1.41
"414",2014,"ALB","Waste",0.97
"415",2014,"ALB","Land-Use Change and Forestry",-0.84
"416",2015,"ALB","Energy",4.14
"417",2015,"ALB","Agriculture",3.19
"418",2015,"ALB","Industrial Processes",1.56
"419",2015,"ALB","Waste",0.97
"420",2015,"ALB","Land-Use Change and Forestry",-0.84
"421",2016,"ALB","Energy",3.98
"422",2016,"ALB","Agriculture",3.21
"423",2016,"ALB","Industrial Processes",1.55
"424",2016,"ALB","Waste",0.98
"425",2016,"ALB","Land-Use Change and Forestry",-0.24
"426",2017,"ALB","Energy",4.65
"427",2017,"ALB","Agriculture",3.13
"428",2017,"ALB","Industrial Processes",1.53
"429",2017,"ALB","Waste",0.98
"430",2017,"ALB","Land-Use Change and Forestry",-0.23
"431",2018,"ALB","Energy",4.61
"432",2018,"ALB","Agriculture",2.97
"433",2018,"ALB","Industrial Processes",1.51
"434",2018,"ALB","Waste",0.98
"435",2018,"ALB","Land-Use Change and Forestry",-0.24
"436",1990,"AND","Energy",0.41
"437",1990,"AND","Industrial Processes",0
"438",1990,"AND","Waste",0.02
"439",1990,"AND","Agriculture",0
"440",1990,"AND","Land-Use Change and Forestry",0
"441",1991,"AND","Energy",0.41
"442",1991,"AND","Industrial Processes",0
"443",1991,"AND","Waste",0.03
"444",1991,"AND","Agriculture",0
"445",1991,"AND","Land-Use Change and Forestry",0
"446",1992,"AND","Energy",0.41
"447",1992,"AND","Industrial Processes",0
"448",1992,"AND","Waste",0.03
"449",1992,"AND","Agriculture",0
"450",1992,"AND","Land-Use Change and Forestry",0
"451",1993,"AND","Energy",0.41
"452",1993,"AND","Industrial Processes",0
"453",1993,"AND","Waste",0.03
"454",1993,"AND","Agriculture",0
"455",1993,"AND","Land-Use Change and Forestry",0
"456",1994,"AND","Energy",0.41
"457",1994,"AND","Industrial Processes",0
"458",1994,"AND","Waste",0.03
"459",1994,"AND","Agriculture",0
"460",1994,"AND","Land-Use Change and Forestry",0
"461",1995,"AND","Energy",0.43
"462",1995,"AND","Industrial Processes",0
"463",1995,"AND","Waste",0.03
"464",1995,"AND","Agriculture",0
"465",1995,"AND","Land-Use Change and Forestry",0
"466",1996,"AND","Energy",0.45
"467",1996,"AND","Industrial Processes",0.01
"468",1996,"AND","Waste",0.03
"469",1996,"AND","Agriculture",0
"470",1996,"AND","Land-Use Change and Forestry",0
"471",1997,"AND","Energy",0.47
"472",1997,"AND","Industrial Processes",0.01
"473",1997,"AND","Waste",0.03
"474",1997,"AND","Agriculture",0
"475",1997,"AND","Land-Use Change and Forestry",0
"476",1998,"AND","Energy",0.49
"477",1998,"AND","Industrial Processes",0.02
"478",1998,"AND","Waste",0.03
"479",1998,"AND","Agriculture",0
"480",1998,"AND","Land-Use Change and Forestry",0
"481",1999,"AND","Energy",0.51
"482",1999,"AND","Industrial Processes",0.02
"483",1999,"AND","Waste",0.03
"484",1999,"AND","Agriculture",0
"485",1999,"AND","Land-Use Change and Forestry",0
"486",2000,"AND","Energy",0.52
"487",2000,"AND","Industrial Processes",0.03
"488",2000,"AND","Waste",0.03
"489",2000,"AND","Agriculture",0
"490",2000,"AND","Land-Use Change and Forestry",0
"491",2001,"AND","Energy",0.52
"492",2001,"AND","Industrial Processes",0.03
"493",2001,"AND","Waste",0.04
"494",2001,"AND","Agriculture",0
"495",2001,"AND","Land-Use Change and Forestry",0
"496",2002,"AND","Energy",0.53
"497",2002,"AND","Industrial Processes",0.04
"498",2002,"AND","Waste",0.04
"499",2002,"AND","Agriculture",0
"500",2002,"AND","Land-Use Change and Forestry",0
"501",2003,"AND","Energy",0.54
"502",2003,"AND","Industrial Processes",0.04
"503",2003,"AND","Waste",0.04
"504",2003,"AND","Agriculture",0
"505",2003,"AND","Land-Use Change and Forestry",0
"506",2004,"AND","Energy",0.56
"507",2004,"AND","Industrial Processes",0.04
"508",2004,"AND","Waste",0.04
"509",2004,"AND","Agriculture",0
"510",2004,"AND","Land-Use Change and Forestry",0
"511",2005,"AND","Energy",0.58
"512",2005,"AND","Industrial Processes",0.04
"513",2005,"AND","Waste",0.04
"514",2005,"AND","Agriculture",0
"515",2005,"AND","Land-Use Change and Forestry",0
"516",2006,"AND","Energy",0.55
"517",2006,"AND","Industrial Processes",0.05
"518",2006,"AND","Waste",0.05
"519",2006,"AND","Agriculture",0
"520",2006,"AND","Land-Use Change and Forestry",0
"521",2007,"AND","Energy",0.54
"522",2007,"AND","Industrial Processes",0.05
"523",2007,"AND","Waste",0.05
"524",2007,"AND","Agriculture",0
"525",2007,"AND","Land-Use Change and Forestry",0
"526",2008,"AND","Energy",0.54
"527",2008,"AND","Industrial Processes",0.05
"528",2008,"AND","Waste",0.05
"529",2008,"AND","Agriculture",0
"530",2008,"AND","Land-Use Change and Forestry",0
"531",2009,"AND","Energy",0.52
"532",2009,"AND","Industrial Processes",0.05
"533",2009,"AND","Waste",0.05
"534",2009,"AND","Agriculture",0
"535",2009,"AND","Land-Use Change and Forestry",0
"536",2010,"AND","Energy",0.52
"537",2010,"AND","Industrial Processes",0.06
"538",2010,"AND","Waste",0.05
"539",2010,"AND","Agriculture",0
"540",2010,"AND","Land-Use Change and Forestry",0
"541",2011,"AND","Energy",0.49
"542",2011,"AND","Industrial Processes",0.06
"543",2011,"AND","Waste",0.05
"544",2011,"AND","Agriculture",0
"545",2011,"AND","Land-Use Change and Forestry",0
"546",2012,"AND","Energy",0.49
"547",2012,"AND","Industrial Processes",0.06
"548",2012,"AND","Waste",0.05
"549",2012,"AND","Agriculture",0
"550",2012,"AND","Land-Use Change and Forestry",0
"551",2013,"AND","Energy",0.48
"552",2013,"AND","Industrial Processes",0.06
"553",2013,"AND","Waste",0.05
"554",2013,"AND","Agriculture",0
"555",2013,"AND","Land-Use Change and Forestry",0
"556",2014,"AND","Energy",0.46
"557",2014,"AND","Industrial Processes",0.06
"558",2014,"AND","Waste",0.05
"559",2014,"AND","Agriculture",0
"560",2014,"AND","Land-Use Change and Forestry",0
"561",2015,"AND","Energy",0.47
"562",2015,"AND","Industrial Processes",0.06
"563",2015,"AND","Waste",0.05
"564",2015,"AND","Agriculture",0
"565",2015,"AND","Land-Use Change and Forestry",0
"566",2016,"AND","Energy",0.47
"567",2016,"AND","Industrial Processes",0.06
"568",2016,"AND","Waste",0.05
"569",2016,"AND","Agriculture",0
"570",2016,"AND","Land-Use Change and Forestry",0
"571",2017,"AND","Energy",0.47
"572",2017,"AND","Industrial Processes",0.07
"573",2017,"AND","Waste",0.05
"574",2017,"AND","Agriculture",0
"575",2017,"AND","Land-Use Change and Forestry",0
"576",2018,"AND","Energy",0.46
"577",2018,"AND","Industrial Processes",0.07
"578",2018,"AND","Waste",0.05
"579",2018,"AND","Agriculture",0
"580",2018,"AND","Land-Use Change and Forestry",0
"581",1990,"ARE","Energy",64.59
"582",1990,"ARE","Waste",2.15
"583",1990,"ARE","Industrial Processes",2.43
"584",1990,"ARE","Agriculture",0.54
"585",1990,"ARE","Land-Use Change and Forestry",0
"586",1991,"ARE","Energy",70.84
"587",1991,"ARE","Waste",2.31
"588",1991,"ARE","Industrial Processes",2.5
"589",1991,"ARE","Agriculture",0.6
"590",1991,"ARE","Land-Use Change and Forestry",0
"591",1992,"ARE","Energy",69.08
"592",1992,"ARE","Waste",2.46
"593",1992,"ARE","Industrial Processes",2.62
"594",1992,"ARE","Agriculture",0.67
"595",1992,"ARE","Land-Use Change and Forestry",0
"596",1993,"ARE","Energy",71.75
"597",1993,"ARE","Waste",2.61
"598",1993,"ARE","Industrial Processes",2.69
"599",1993,"ARE","Agriculture",0.71
"600",1993,"ARE","Land-Use Change and Forestry",0
"601",1994,"ARE","Energy",77.72
"602",1994,"ARE","Waste",2.77
"603",1994,"ARE","Industrial Processes",3.1
"604",1994,"ARE","Agriculture",0.78
"605",1994,"ARE","Land-Use Change and Forestry",0
"606",1995,"ARE","Energy",83.67
"607",1995,"ARE","Waste",2.82
"608",1995,"ARE","Industrial Processes",3.45
"609",1995,"ARE","Agriculture",0.83
"610",1995,"ARE","Land-Use Change and Forestry",0
"611",1996,"ARE","Energy",88.78
"612",1996,"ARE","Waste",2.88
"613",1996,"ARE","Industrial Processes",3.53
"614",1996,"ARE","Agriculture",0.89
"615",1996,"ARE","Land-Use Change and Forestry",0
"616",1997,"ARE","Energy",96.7
"617",1997,"ARE","Waste",2.94
"618",1997,"ARE","Industrial Processes",3.29
"619",1997,"ARE","Agriculture",0.93
"620",1997,"ARE","Land-Use Change and Forestry",0
"621",1998,"ARE","Energy",100.36
"622",1998,"ARE","Waste",3
"623",1998,"ARE","Industrial Processes",4.05
"624",1998,"ARE","Agriculture",0.98
"625",1998,"ARE","Land-Use Change and Forestry",0
"626",1999,"ARE","Energy",104.49
"627",1999,"ARE","Waste",3.06
"628",1999,"ARE","Industrial Processes",4.1
"629",1999,"ARE","Agriculture",1.05
"630",1999,"ARE","Land-Use Change and Forestry",0
"631",2000,"ARE","Energy",105.38
"632",2000,"ARE","Waste",3.11
"633",2000,"ARE","Industrial Processes",3.77
"634",2000,"ARE","Agriculture",1.08
"635",2000,"ARE","Land-Use Change and Forestry",0
"636",2001,"ARE","Energy",118.28
"637",2001,"ARE","Waste",4.21
"638",2001,"ARE","Industrial Processes",3.75
"639",2001,"ARE","Agriculture",1.13
"640",2001,"ARE","Land-Use Change and Forestry",0
"641",2002,"ARE","Energy",120.99
"642",2002,"ARE","Waste",5.31
"643",2002,"ARE","Industrial Processes",4.06
"644",2002,"ARE","Agriculture",1.23
"645",2002,"ARE","Land-Use Change and Forestry",0
"646",2003,"ARE","Energy",127.21
"647",2003,"ARE","Waste",6.41
